vgs,id,gm,gds,cgg,vth,gm_id,id_w,gain,ft
1.45,6.66619179e-05,0.000290509951,2.47865123e-06,5.73290693e-14,1.0304178,4.357959689005587,6.666191790000001e-06,117.20485217276817,806503494.3630998
1.46,6.95962829e-05,0.000296355348,2.61382737e-06,5.74308289e-14,1.0304178,4.258206554304353,6.95962829e-06,113.37984726971469,821273511.9676958
1.47,7.2588871e-05,0.00030215458,2.75440332e-06,5.75280772e-14,1.0304178,4.162546900612354,7.2588871e-06,109.69874230328767,835929120.6217394
1.48,7.5639221e-05,0.000307907744,2.90058247e-06,5.76210982e-14,1.0304178,4.070741870808003,7.5639221e-06,106.15376297161447,850470418.0364594
1.49,7.87468724e-05,0.00031361487,3.05258062e-06,5.77101588e-14,1.0304178,3.9825692175680616,7.87468724e-06,102.7376207348129,864897235.1748607
1.5,8.19113648e-05,0.000319275928,3.21062703e-06,5.77955104e-14,1.0304178,3.8978221005053983,8.19113648e-06,99.44348098259174,879209160.0155169
1.51,8.51322371e-05,0.000324890825,3.37496544e-06,5.78773891e-14,1.0304178,3.816307853138749,8.51322371e-06,96.2649339010713,893405552.1166198
1.52,8.8409027e-05,0.000330459414,3.54585536e-06,5.79560169e-14,1.0304178,3.737846973477041,8.8409027e-06,93.19596555681278,907485573.4150889
1.53,9.17412704e-05,0.000335981494,3.7235733e-06,5.80316027e-14,1.0304178,3.6622720890509926,9.17412704e-06,90.23093328121135,921448194.9418912
1.54,9.5128501e-05,0.000341456817,3.90841433e-06,5.81043426e-14,1.0304178,3.5894270740164402,9.5128501e-06,87.3645392145515,935292231.9781091
1.55,9.85702499e-05,0.000346885083,4.10069368e-06,5.81744209e-14,1.0304178,3.519166110991061,9.85702499e-06,84.59180569664008,949016333.8143756
1.56,0.000102066045,0.000352265949,4.30074855e-06,5.82420111e-14,1.0304178,3.451352984236824,1.02066045e-05,81.90805505241639,962619010.0140191
1.57,0.00010561541,0.000357599029,4.50894018e-06,5.83072763e-14,1.0304178,3.385860349356216,1.0561541e-05,79.30888739357816,976098640.2002804
1.58,0.000109217865,0.00036288389,4.72565604e-06,5.83703697e-14,1.0304178,3.3225689771540585,1.0921786499999999e-05,76.79016139312586,989453470.2924043
1.59,0.000112872925,0.000368120059,4.95131237e-06,5.84314358e-14,1.0304178,3.2613672322215446,1.12872925e-05,74.34797716064922,1002681625.7205536
1.6,0.000116580102,0.000373307017,5.18635701e-06,5.84906105e-14,1.0304178,3.202150372110671,1.16580102e-05,71.97865790577345,1015781106.3784368
1.61,0.0001203389,0.000378444205,5.43127248e-06,5.85480221e-14,1.0304178,3.1448202119181747,1.203389e-05,69.67873668529332,1028749798.0266113
1.62,0.000124148818,0.000383531014,5.68657956e-06,5.86037915e-14,1.0304178,3.0892844585922683,1.24148818e-05,67.44493943209686,1041585452.8311008
1.63,0.00012800935,0.000388566793,5.95284113e-06,5.86580329e-14,1.0304178,3.0354563397126846,1.2800935e-05,65.27417488798328,1054285709.388582
1.64,0.000131919981,0.000393550837,6.23066668e-06,5.87108543e-14,1.0304178,2.9832541971030153,1.31919981e-05,63.16351960589874,1066848060.9471014
1.65,0.000135880191,0.000398482391,6.52071718e-06,5.8762358e-14,1.0304178,2.9326010514659933,1.35880191e-05,61.11020919941201,1079269866.3101196
1.66,0.000139889451,0.000403360645,6.82371072e-06,5.8812641e-14,1.0304178,2.8834243191075215,1.3988945099999999e-05,59.11162731705015,1091548337.3801425
1.67,0.000143947224,0.000408184725,7.14042869e-06,5.88617954e-14,1.0304178,2.8356554135423964,1.4394722400000001e-05,57.165296751951736,1103680515.2966154
1.68,0.000148052962,0.000412953692,7.47172291e-06,5.8909909e-14,1.0304178,2.789229519096011,1.4805296200000001e-05,55.26887131310922,1115663263.880582
1.69,0.000152206111,0.000417666537,7.81852349e-06,5.89570653e-14,1.0304178,2.7440852029916196,1.52206111e-05,53.42012945720523,1127493262.9257581
1.7,0.000156406102,0.000422322168,8.18184784e-06,5.90033443e-14,1.0304178,2.700164268527068,1.5640610199999998e-05,51.616966760897384,1139166964.379778
1.71,0.000160652359,0.000426919406,8.56281066e-06,5.90488228e-14,1.0304178,2.6574113735858678,1.60652359e-05,49.857391801770845,1150680581.6754704
1.72,0.000164944292,0.000431456977,8.9626353e-06,5.90935744e-14,1.0304178,2.6157739183845172,1.6494429200000002e-05,48.13952175427689,1162030073.7982807
1.73,0.000169281295,0.000435933497,9.38266651e-06,5.913767e-14,1.0304178,2.575201808327376,1.6928129500000002e-05,46.46157854330474,1173211100.5875938
